document_index	document	synthetic_query	__index_level_0__	Context_Relevance_Label	generated_answer	Answer_Faithfulness_Label	Answer_Relevance_Label
3161	The club was founded in 1895 as Thames Ironworks and reformed in 1900 as West Ham United. They moved to the Boleyn Ground in 1904, which remained their home ground for more than a century. The team initially competed in the Southern League and Western League before joining the Football League in 1919. They were promoted to the top flight in 1923, when they were also losing finalists in the first FA Cup Final held at Wembley. In 1940, the club won the inaugural Football League War Cup.	"""Revolver"" topped the UK Albums Chart."		No			
8913	"Mike Novick, a television producer and a friend of Brennan's from Los Angeles, was a member of the same gym as writer and producer Ryan Murphy, and gave him a copy of Brennan's script. Murphy had been in a show choir while at college, and as such felt he could relate to the script. Murphy and his ""Nip/Tuck"" colleague Brad Falchuk suggested that ""Glee"" be adapted to a television show format. The script was entirely re-written, and was picked up by Fox within 15 hours of being received. Murphy and Falchuk became the show's executive producers and showrunners, while Brennan is a co-executive producer and Novick is a producer. Brennan, Falchuk and Murphy wrote all of the show's episodes in the first two seasons, and were nominated for two 2010 Writers Guild of America Awards for ""Glee"", with nominations in the Best Comedy Series and Best New Series categories. ""Glee"" concluded after its sixth season, which aired in early 2015."	Ryan Murphy was a member of a show choir.	16464.0	Yes	SUPPORTS	Yes	Yes
4937	"Production took place in Sydney, Darwin, Kununurra and Bowen. The film was released to cinemas on 26 November 2008 in the United States and in Australia on 26 December 2008, with subsequent worldwide release dates throughout late December 2008 and January and February 2009. ""Australia"" received mixed reviews from critics and grossed $211 million on a $130 million budget. The film received a nomination for an Academy Award for Best Costume Design at the 81st Academy Awards. It is the third highest grossing Australian film of all time, behind ""Crocodile Dundee"" (1986) and """" (2015)."	""" Australia"" received an Academy Award nomination."	7283.0	Yes	REFUTES	No	No
5522	"Although Hinduism contains a broad range of philosophies, it is linked by shared concepts, recognisable rituals, cosmology, shared textual resources, and pilgrimage to sacred sites. Hindu texts are classified into Śruti (""heard"") and Smṛti (""remembered""). These texts discuss theology, philosophy, mythology, Vedic yajna, Yoga, agamic rituals, and temple building, among other topics. Major scriptures include the ""Vedas"" and ""Upanishads"", the ""Bhagavad Gita"", the ""Ramayana"", and the Āgamas. Sources of authority and eternal truths in its texts play an important role, but there is also a strong Hindu tradition of questioning authority in order to deepen the understanding of these truths and to further develop the tradition."	Hinduism contains a broad range of philosophies.	10814.0	Yes	SUPPORTS	Yes	Yes
1238	"Packouz responded by email to his associates that they had to get rid of the crates with the Chinese markings since Chinese products were prohibited and would not be accepted and AEY repackaged the Chinese ammunition which, according to the United States government, constituted fraud. The issue of the Chinese ammunition became the focal point of a months-long legal and logistical disturbance in the United States Army and the Department of Justice; AEY received much media attention, especially due to the age of the young Miami Beach arms dealers and their penchant for marijuana, earning them the epithet of ""the stoner arms dealers"" or ""the dudes""."	Jiang Wen is an actor.		No			
20305	Beginning in 1894, the area was ruled as a protectorate by the UK, who established administrative law across the territory. Uganda gained independence from the UK on 9 October 1962. The period since then has been marked by intermittent conflicts, including a lengthy civil war against the Lord's Resistance Army in the Northern Region led by Joseph Kony, which has caused hundreds of thousands of casualties.	"Here is the query:

Is Eva Mendes considered attractive by various publications?"		No			
4053	Harrison's first marriage, to model Pattie Boyd in 1966, ended in divorce in 1977. The following year he married Olivia Arias, with whom he had a son, Dhani. Harrison died from lung cancer in 2001 at the age of 58, two years after surviving a knife attack by an intruder at his Friar Park home. His remains were cremated and the ashes were scattered according to Hindu tradition in a private ceremony in the Ganges and Yamuna rivers in India. He left an estate of almost £100 million.	George Harrison died in 2001.	6147.0	Yes	REFUTES	No	No
22285	Watertown is a city in Middlesex County, Massachusetts, and is part of the Greater Boston area. The population was 31,915 in the 2010 census. Its neighborhoods include Bemis, Coolidge Square, East Watertown, Watertown Square, and the West End. It is one of thirteen Massachusetts municipalities that retain the title of “town” while functioning under state law as cities.	Jones won three NBA championships.		No			
14371	"Mr. Gallagher also created a set of ""O Antiphons"" which were hung in the Upper Church for years during Advent. Unfortunately, they were not thought of as significant at the time of their creation and the materials on which they were painted have not withstood the test of time very well. Restoration of these now invaluable pieces of art work is in process."	"Mr. Gallagher created ""O Antiphons""."	16647.0	Yes	SUPPORTS	Yes	Yes
8081	"""See.SZA.Run"" has a diverse musical style that incorporates contemporary urban genres such as soul, hip hop, and minimalist R&B. The EP also takes influences from cloud rap and ethereal R&B as well as using witch house and chillwave elements. The production is characterized as being built over billowing synths, bombing bass and crushed beats."	"""See.SZA.Run"" incorporates soul music."	5698.0	Yes	REFUTES	No	No
1263	In August 2006, after a protracted transfer saga, Cole completed a move to rival club Chelsea, with whom he won further honours, including the Premier League in the 2009–10 season, four FA Cups, one Football League Cup and one UEFA Champions League. He was released by Chelsea at the end of the 2013–14 season. With seven winners' medals, Cole has won the FA Cup more times than any other player in history, and is one of two players to have won the Double with two clubs, along with Nicolas Anelka.	Ashley Cole won the FA Cup.	13727.0	Yes	REFUTES	No	No
841	"Jennifer Ann McCarthy (born November 1, 1972) is an American actress, model, television host, author, screenwriter and anti-vaccine activist. She began her career in 1993 as a nude model for ""Playboy"" magazine and was later named their Playmate of the Year. McCarthy then had a television and film acting career, starting as a co-host on the MTV game show ""Singled Out"", then some eponymous sitcoms, as well as films such as ""BASEketball"", ""Diamonds"", ""Scream 3"", and ""Santa Baby"". She is a former co-host of the ABC talk show ""The View""."	Was Artpop released by Streamline and Interscope Records?		No			
22193	The Charter was opened for signature on 26 June 1945 and was signed at the San Francisco War Memorial and Performing Arts Center in San Francisco, United States, on 26 June 1945, by 50 of the 51 original member countries (Poland, the other original member, which was not represented at the conference, signed it two months later). It entered into force on 24 October 1945, after being ratified by the original five permanent members of the United Nations Security Council—the Republic of China (after 1949, located in Taiwan and was later replaced by the People's Republic of China), the Provisional Government of the French Republic (later replaced by the Fourth Republic and then the Fifth Republic), the Union of Soviet Socialist Republics (later replaced by the Russian Federation), the United Kingdom, and the United States—and a majority of the other signatories. In the meantime, the atomic bombings of Hiroshima and Nagasaki took place on 6 and 9 August, respectively; the introduction of this new weapon of warfare completely changed the security environment in which the UN Charter was promulgated. Most countries in the world have now ratified the Charter.	The United Nations Charter entered into force.	5583.0	Yes	REFUTES	No	No
